barId,name,street,city,state,zipcode,capacity,attire,Accepts credit card,isGoodForGroups,hasWiFi,allowsSmoking,typicalCrowd
256,Bacchus,75 Hartford St. ,Santa Fe,NM,87501,165,Casual,1,0,1,0,Young
257,Mwf Development Corporation,959 West Willow Lane ,Washington,DC,20001,135,Formal,0,0,0,0,Middle Age
258,Mannahatta Restaurant & Lounge,9028 Church St. ,Dover,MA,02030,145,Smart Casual,1,1,1,0,Young
259,Soular Productions,10 E. Livingston St. ,Fontana,CA,92335,195,Formal,1,0,0,0,Middle Age
260,Florida Victorian Archtctrl,94 Oxford Street ,Salt Lake City,UT,84101,175,Casual,0,0,0,0,Middle Age
261,Nighthawks Tap,54 Campfire Rd. ,Chicago,IL,60629,195,Smart Casual,1,0,0,0,Young
262,Pure Platinum,18 East Gainsway Lane ,Chesapeake,VA,23320,315,Smart Casual,1,0,0,0,Young
263,Concepts Unlimited,9063 Mayflower Court ,New Brunswick,NJ,08901,140,Smart Casual,1,0,0,0,Young
264,Magoos Tavern,439 Wellington Court ,Memphis,TN,38157,180,Casual,1,0,1,0,Young
265,LYN SIMS,485 8th Lane ,Dallas,TX,75001,195,Smart Casual,0,0,0,0,Young
266,Lone Star Saloon,3 Second Court ,Atlanta,GA,30334,185,Smart Casual,1,0,1,0,Young
267,Bojangles,61 E. Lafayette Rd. ,Houston,TX,77084,155,Casual,1,0,0,0,Young
268,Hurricane Alley,866 Southampton Dr. ,Illinois,IL,62701,145,Casual,1,0,1,0,Young
269,Showtime,18 River Lane ,Los Angeles,CA,90011,160,Smart Casual,1,0,0,0,Young
270,Entourage Night Club,9940 SW. Ann Street ,Chesapeake,VA,23320,370,Formal,1,1,1,0,Young
271,Aquarium,835 Peninsula Street ,Oklahoma City,OK,73101,190,Formal,1,0,0,0,Young
272,IAMPIERI'S BAR,9652 Bohemia St. ,Atlantic City,NJ,08401,180,Formal,0,0,0,0,Young
273,Bargainartusa,54 Myrtle St. ,Great Falls,VA,22066,340,Casual,1,0,0,0,Middle Age
274,Mediknow Inc,33 W. Vernon Street ,Boston,MA,01841,180,Formal,1,0,0,0,Young
275,Stone Church,702 Ivy Street ,Brownsville,TX,78521,150,Smart Casual,1,0,0,0,Young
276,Jersey Sports Cafe,7481 Swanson Street ,Charlotte,NC,28105,130,Casual,1,0,0,0,Middle Age
277,Rusty Nail,91 Hillside Ave. ,Salem,OR,97301,180,Smart Casual,1,0,1,0,Young
278,Garage Door Bar & Grill,7963 Wakehurst Ave. ,Los Angeles,CA,90011,165,Casual,1,0,0,0,Young
279,Inferno,Apt 99 ,Atlantic City,NJ,08401,155,Formal,1,0,0,0,Young
280,Vince's Tavern,3 NE. Ivy St. ,Annapolis,MD,21401,140,Smart Casual,1,0,0,0,Young
281,Pour House Pub,68 Main Ave. ,Las Vegas,NV,89134,120,Casual,1,1,0,0,Young
282,Wogie's Bar & Grill,7 E. Summerhouse St. ,Fontana,CA,92335,180,Formal,1,0,0,0,Middle Age
283,Time Out,9485 Inverness St. ,Atlantic City,NJ,08401,180,Formal,1,0,1,0,Young
284,Grog Shop,85 Tailwater Road ,Richmond,VA,23218,185,Formal,0,0,0,0,Young
285,JP's Bar,80 Birchwood Street ,Springfield,PA,19064,140,Formal,0,0,0,0,Middle Age
286,Seville Quiter,8419 Rose Street ,El Paso,TX,79936,165,Formal,1,0,1,0,Young
287,Overland Hotel & Saloon,7369 Old Creekside Lane ,Las Vegas,NV,89134,190,Casual,1,0,1,0,Young
288,Bar Bar,544 Hudson St. ,Los Angeles,CA,90011,110,Casual,1,0,0,0,Middle Age
289,Studio 59 Inc,8183 Carriage Street ,Villanova,PA,19085,140,Formal,1,0,0,0,Middle Age
290,Chrismer Communications,767 Central Drive ,Boston,MA,01841,165,Smart Casual,1,0,1,0,Young
291,Boheme Bistro,245 North Miles Dr. ,Memphis,TN,38157,105,Smart Casual,1,0,0,0,Young
292,First Western Advisors,396 Brown Street ,Oklahoma City,OK,73102,135,Smart Casual,1,0,0,0,Young
293,Headliner,870 West High Ridge Ave. ,Chicago,IL,60629,185,Formal,0,0,0,0,Middle Age
294,Mulrooney's,85 North Bridle St. ,Trenton,NJ,08608,160,Formal,1,0,0,0,Middle Age
295,Headliners Music Hall,91 Glenlake Street ,Salem,OR,97301,155,Formal,1,0,0,0,Middle Age
296,Lodge Bar Cincinnati,7807 Creekside St. ,Oklahoma City,OK,73102,180,Casual,1,0,0,0,Middle Age
297,Willies Saloon,8329 Elmwood St. ,Illinois,IL,62701,105,Casual,0,0,0,0,Young
298,Whetstone Public House,7034 Glen Eagles Street ,Dover,MA,02030,180,Smart Casual,1,1,0,0,Young
299,Boro Bar & Grill,231 Proctor Street ,Iowa City,IA,52240,160,Smart Casual,1,0,0,0,Young
300,Henry's Bar & Grill,2 Liberty Dr. ,Dover,DE,19901,150,Formal,1,0,0,0,Middle Age
301,Sidewinders,84 North Arch Court ,Houston,TX,77084,200,Formal,1,0,1,0,Young
302,Dam Site Inn,752 West Selby Drive ,Atlantic City,NJ,08401,150,Smart Casual,1,0,1,0,Young
303,Trolley's Downtown Bar & Grill,197 Paris Hill Street ,Kenilworth,IL,60043,155,Smart Casual,1,0,0,0,Young
304,Second Wind,889 St Margarets Rd. ,Richmond,VA,23218,390,Smart Casual,0,0,1,0,Young
305,Adams Beer Garden,562 Lawrence Street ,Weston,MA,02493,160,Casual,1,0,1,0,Young
306,Stand-Up New York,84 Windsor St. ,Dallas,TX,75001,140,Smart Casual,0,0,0,0,Young
307,Common Ground,47 Plymouth Rd. ,El Paso,TX,79936,180,Smart Casual,0,0,0,1,Old
308,Nonstock Cycles,130 Lake Forest St. ,Fontana,CA,92335,155,Casual,1,0,0,0,Middle Age
309,Combustionsystemssales,7681 Maiden Dr. ,New Brunswick,NJ,08901,130,Casual,1,0,0,0,Middle Age
310,Harry''o Pest Control,840 Winding Way Drive ,Illinois,IL,62701,110,Casual,0,0,0,0,Middle Age
311,Ponderosa Inn,18 E. Blackburn Lane ,Oklahoma City,OK,73101,165,Casual,1,0,0,0,Young
312,Purple Moose Saloon,7267 Bay Drive ,Santa Fe,NM,87501,200,Smart Casual,0,0,0,0,Young
313,Allie's,9532 Brookside St. ,Kenilworth,IL,60043,165,Smart Casual,0,0,1,0,Young
314,Morehead Street Tavern,7353 East Pheasant Street ,Cross River,NY,10518,155,Formal,1,0,0,0,Middle Age
315,Closet,677 Harvard Ave. ,Iowa City,IA,52240,110,Casual,1,0,0,0,Middle Age
316,Bardenay,7622 Elmwood Dr. ,Austin,TX,78730,160,Casual,1,0,0,0,Middle Age
317,Cactus Inn,14 East San Carlos Lane ,Salt Lake City,UT,84101,285,Smart Casual,1,0,1,0,Young
318,Comedysportz DFW,7539 Mechanic Dr. ,Villanova,PA,19085,140,Casual,0,0,0,0,Middle Age
319,Sully's Corner,9224 Wintergreen Ave. ,Villanova,PA,19085,180,Formal,1,0,1,0,Young
320,Sawmill Saloon,9467 Bowman Ave. ,Chesapeake,VA,23320,200,Smart Casual,1,0,0,0,Young
321,Fado Pubs Inc,7484 Vale Court ,Kenilworth,IL,60043,110,Smart Casual,1,1,0,0,Young
322,Schooner Inc,63 Tunnel Court ,Washington,DC,20001,155,Casual,1,0,1,0,Young
323,Bear Creek Saloon,9874 North Manchester Ave. ,Dallas,TX,75001,170,Casual,0,0,0,1,Old
324,Double Door Inn,189 Talbot Court ,Great Falls,VA,22066,395,Formal,1,0,0,0,Middle Age
325,Cold Spot,9397B Vale Street ,Richmond,VA,23218,200,Formal,1,0,0,0,Middle Age
326,Dylan's Sports Bar & Grill,337 Heritage St. ,Las Vegas,NV,89134,155,Smart Casual,1,0,1,0,Young
327,Johnny Mac's Scoreboard,9995 Wood Street ,El Paso,TX,79936,105,Smart Casual,1,0,0,0,Young
328,Pace Environmental Clinic,28 Hawthorne St. ,Trenton,NJ,08608,135,Casual,1,0,0,0,Young
329,Broadway Regency Restaurant,82 Blackburn Avenue ,Salem,OR,97301,190,Formal,1,0,0,0,Middle Age
330,Corbo S Golden Bowl,8061 South Amerige St. ,Houston,TX,77084,115,Formal,1,0,0,0,Middle Age
331,Full Moon,13 Shore Drive ,Kenilworth,IL,60043,125,Formal,1,0,0,0,Middle Age
332,Residence Inn,679 S. Parker Dr. ,Oklahoma City,OK,73102,170,Formal,1,0,0,0,Middle Age
333,Shady Nook Inn,9 E. 8th Ave. ,Oklahoma City,OK,73102,125,Casual,1,0,0,0,Middle Age
334,Young's Fine Wine & Liquors,8255 Primrose Dr. ,Las Vegas,NV,89134,140,Casual,1,0,0,0,Young
335,Borrowed Bucks Road House,10 Glenlake Dr. ,Illinois,IL,62701,145,Smart Casual,0,0,1,0,Young
336,Fenton Bar & Grill,896 West Lancaster Road ,New Brunswick,NJ,08901,150,Smart Casual,1,0,0,0,Young
337,Arnold's Deli,938 White Ave. ,Dover,DE,19901,140,Smart Casual,1,0,0,0,Young
338,Clarke's At South Station,8207 Ryan Street ,El Paso,TX,79936,115,Smart Casual,0,0,0,0,Young
339,Charcoals Graphics,402 Stillwater Road ,Cross River,NY,10518,140,Smart Casual,1,0,0,0,Young
340,Broadstreet Cafe & Billiards,7830C Ridge Ave. ,Illinois,IL,62701,170,Smart Casual,1,0,0,0,Young
341,Diamond,52 Wintergreen Street ,Charlotte,NC,28105,165,Casual,1,0,1,0,Young
342,Monk's Bar & Grill,84 Summer Ave. ,Kenilworth,IL,60043,200,Formal,1,0,1,0,Young
343,Bugsy's Speakeasy,960 Lake Drive ,Kenilworth,IL,60043,190,Formal,1,0,0,0,Middle Age
344,Net Soft Usa Inc.,8224 Vine Street ,Nashville,TN,37201,115,Smart Casual,1,0,0,0,Young
345,Northwoods Bar & Grill,80 Buckingham Ave. ,Darien,CT,06820,140,Smart Casual,1,0,1,0,Young
346,Muggbees Bar & Grill,972 10th Dr. ,Brownsville,TX,78521,170,Formal,0,0,0,0,Middle Age
347,Old Broadway Restaurant,8326 Catherine Ave. ,Weston,MA,02493,155,Smart Casual,1,0,1,0,Young
348,Three Nines Tavern,9560 N. Bear Hill Dr. ,Atlantic City,NJ,08401,155,Formal,1,0,1,0,Young
349,Mary's Outpost No 1,111 Newcastle Dr. ,Oklahoma City,OK,73102,190,Smart Casual,0,0,0,0,Young
350,Holloway's Pub,139 Lancaster Ave. ,Las Vegas,NV,89134,175,Casual,1,1,0,0,Young
351,Ocean Club Restaurant & Club,8207 Piper Dr. ,Los Angeles,CA,90011,195,Casual,1,1,0,0,Young
352,Leather Stallion,99 James Street ,Chesapeake,VA,23320,260,Formal,1,0,0,0,Young
353,Bonanza Bar & Grill,592 Kent Road ,Los Angeles,CA,90011,150,Smart Casual,1,0,0,0,Young
354,Gary's Liquor Store,9835 Oakwood St. ,Sun City,AZ,85351,175,Smart Casual,1,0,0,0,Young
355,Train Station,6 Hilltop Dr. ,Frankfort,KY,40601,200,Casual,1,0,0,0,Middle Age
356,Mugsy's,649 Madison Dr. ,Miami Beach,FL,33109,165,Smart Casual,0,0,0,0,Young
357,Murph's Other Bar,7215 Jones Drive ,Dover,DE,19901,110,Formal,1,0,0,0,Middle Age
358,Up A Creek,1 Amherst St. ,Austin,TX,78730,175,Casual,1,0,0,0,Middle Age
359,Murphy's Ale House,27 Creek St. ,Iowa City,IA,52240,170,Smart Casual,1,0,0,0,Young
360,Boatyard Bar & Grill,803 Joy Ridge St. ,Richmond,VA,23218,205,Smart Casual,1,0,0,0,Young
361,E & J Lounge,777 Selby Ave. ,Dover,MA,02030,160,Smart Casual,1,1,0,0,Young
362,Crystal Inn,9688 Sleepy Hollow Street ,Kenilworth,IL,60043,160,Smart Casual,1,0,0,1,Old
363,Hodkinson's Grill & Grocery,259 Front St. ,Frankfort,KY,40601,180,Casual,0,0,1,1,Old
364,Finn's Pub,969 Poplar Street ,Santa Fe,NM,87501,150,Smart Casual,1,1,0,0,Young
365,Comedy Cafe,72 Race Lane ,New Brunswick,NJ,08901,115,Formal,0,0,0,0,Middle Age
366,Boomers,246 Cambridge Ave. ,Miami,FL,33158,140,Casual,1,0,0,0,Middle Age
367,Tin Cups Tavern,34 El Dorado Ave. ,New Brunswick,NJ,08901,160,Casual,0,0,1,0,Young
368,Boomer's Adult Entertainment,8316 Philmont Court ,Nashville,TN,37201,120,Formal,1,0,0,0,Middle Age
369,Ghostriders Saloon,317 Blackburn St. ,Brooklyn,NY,11249,120,Smart Casual,1,0,0,0,Young
370,Devereux,7300 Wentworth Court ,Las Vegas,NV,89134,115,Smart Casual,1,0,0,0,Young
371,Sports Zone,8871 Stillwater St. ,Salem,OR,97301,135,Casual,1,0,0,0,Young
372,Three Frogs Lounge,7327 W. Manhattan St. ,Dallas,TX,75001,145,Formal,1,1,0,0,Young
373,Stardust,950 South Fawn Dr. ,Trenton,NJ,08608,165,Formal,1,0,0,0,Middle Age
374,Alfred's,792 Pheasant Lane ,Illinois,IL,62701,135,Formal,0,0,0,0,Middle Age
375,Clutch Cargo-Mill Street Entry,667 East Chapel Ave. ,Atlantic City,NJ,08401,150,Smart Casual,0,0,0,0,Middle Age
376,Kingpin,8214 Birchwood Dr. ,Boston,MA,01841,120,Casual,1,0,1,0,Young
377,Digital Machine Works,25 East Elmwood Ave. ,Durham,NC,27706,140,Formal,1,0,0,0,Middle Age
378,Lost Creek Sky Ranch,52 Lakeshore St. ,Great Falls,VA,22066,300,Smart Casual,0,0,0,0,Middle Age
379,Splinters From The Pine,8581 West Virginia Street ,Brooklyn,NY,11249,150,Smart Casual,1,0,0,0,Young
380,Orion Sports Bar & Grill,8755 Devonshire St. ,Oklahoma City,OK,73102,145,Smart Casual,1,0,0,0,Middle Age
381,House Of Rock,967 St Louis Lane ,Norwalk,CA,90650,170,Formal,1,0,0,0,Young
382,J's Bar,152 Theatre Lane ,New York,NY,10029,145,Smart Casual,1,0,0,0,Middle Age
383,Buffalo,707 Grant Street ,Durham,NC,27706,145,Smart Casual,1,0,0,0,Young
384,Palladium Nightclub,949 Windfall St. ,Kenilworth,IL,60043,130,Formal,1,1,0,0,Young
385,Light House,9015 Liberty St. ,Richmond,VA,23218,370,Casual,1,0,0,0,Middle Age
386,Crystal Palace,968 Vernon St. ,Katy,TX,77449,155,Casual,1,0,0,0,Young
387,Knock Knock Club,9676 Rockville Dr. ,Santa Fe,NM,87501,125,Casual,1,1,0,0,Young
388,Kryptonite,803 Constitution Ave. ,Dover,DE,19901,170,Formal,1,0,1,0,Young
389,801 Bourbon Bar,7039 Shub Farm St. ,Dover,DE,19901,110,Smart Casual,0,0,0,0,Young
390,Airway Lounge,7305 Locust Lane ,Dover,DE,19901,195,Smart Casual,1,1,1,0,Young
391,Deja Vu Of Hammond Inc,811 Arrowhead Avenue ,Villanova,PA,19085,175,Smart Casual,1,0,1,0,Young
392,America's Bar & Grill,8498 Bayberry St. ,Cross River,NY,10518,180,Casual,0,0,0,0,Middle Age
393,Tiernan's Pub & Restaurant,7044 Bridgeton Drive ,Great Falls,VA,22066,165,Smart Casual,1,1,1,0,Young
394,Outskirts,73 N. Second Street ,Sun City,AZ,85351,190,Smart Casual,0,0,0,0,Middle Age
395,Theater 168,416 Pawnee Rd. ,Katy,TX,77449,130,Smart Casual,0,0,0,0,Middle Age
396,Hot Rods & Honeys,78 Leatherwood Lane ,Santa Fe,NM,87501,200,Formal,0,0,1,0,Young
397,Azure Grille,8220 Golf St. ,Charlotte,NC,28105,125,Formal,1,0,0,0,Middle Age
398,Jimmy's Restaurant & Night Clb,65 Courtland Drive ,Iowa City,IA,52240,190,Casual,1,0,1,0,Young
399,Amber Inn,58 8th Drive ,Cross River,NY,10518,200,Formal,0,0,0,1,Old
400,MONNOT; FREDERIC,275 Bayport Dr. ,Salem,OR,97301,120,Casual,1,0,0,0,Middle Age
401,Country Luau Saloon,151 Temple Ave. ,Durham,NC,27706,135,Smart Casual,1,0,0,0,Middle Age
402,Cosmopolitan,36 Airport St. ,Trenton,NJ,08608,160,Smart Casual,1,0,1,0,Young
403,Scotty's Georgetown Lounge,9935 South Miles Drive ,Miami Beach,FL,33109,150,Casual,1,1,0,0,Young
404,Crystal On The Plaza,533 Vine St. ,Iowa City,IA,52240,115,Smart Casual,0,0,0,0,Young
405,Nutty's Pub & Casino,400 E. Pearl Street ,Dover,MA,02030,195,Formal,0,1,0,0,Young
406,Mr B's,87 Swanson Street ,Atlanta,GA,30334,125,Smart Casual,0,0,1,0,Young
407,Florida Bar,2 Railroad Street ,Richmond,VA,23218,285,Casual,0,0,0,0,Young
408,Great Lakes Bar,9499 Temple Street ,Princeton Junction,NJ,08550,155,Formal,1,0,0,0,Middle Age
409,Four Day Weekend Comedy Troup,8957 Joy Ridge Street ,Oklahoma City,OK,73101,120,Smart Casual,1,0,0,0,Middle Age
410,Brewery,7083 Marsh St. ,Brownsville,TX,78521,375,Casual,0,0,0,0,Middle Age
411,Go-Go Rama,9827 Newport St. ,Houston,TX,77084,130,Casual,1,0,0,0,Young
412,Lost Village Saloon,52 N. Country St. ,Annapolis,MD,21401,110,Casual,0,0,0,0,Middle Age
413,The Landing Bar Grill,9247 Cooper Street ,Trenton,NJ,08608,175,Smart Casual,1,0,1,0,Young
414,Escape Ultralounge,8894 La Sierra Ave. ,Austin,TX,78730,120,Smart Casual,1,1,0,0,Young
415,Casino El Camino Bar & Grill,834 Piper St. ,Indianapolis,IN,46290,155,Smart Casual,1,0,0,0,Young
416,Chester Street Bar,669 Spruce St. ,Great Falls,VA,22066,265,Smart Casual,0,0,1,0,Young
417,Bryant's Cocktail Lounge,7591 Stonybrook Drive ,Atlantic City,NJ,08401,115,Casual,1,1,0,0,Young
418,Westgate Pub Grille & Billiard,67 Willow Ave. ,Illinois,IL,62701,185,Formal,1,1,1,0,Young
419,Immersion Grafx,9079 Elm Street ,Las Vegas,NV,89134,195,Smart Casual,1,0,1,0,Young
420,Zampa,8785 Rock Maple Avenue ,Illinois,IL,62701,180,Smart Casual,1,0,0,0,Middle Age
421,J R Steakhouse,228 E. Vernon Circle ,Los Angeles,CA,90011,120,Formal,0,0,1,0,Young
422,Fausto''s Markets,2 Armstrong St. ,Salt Lake City,UT,84101,310,Formal,1,0,1,1,Old
423,Milwaukee St Tavern,12 Division Street ,Kenilworth,IL,60043,135,Casual,1,0,0,0,Young
424,Rain,225 N. Richardson Street ,Atlanta,GA,30334,165,Formal,1,0,0,0,Young
425,Transit Lounge,72 Carson Rd. ,Norwalk,CA,90650,165,Smart Casual,1,1,0,0,Young
426,Bike Stop Inc,3 S. Honey Creek Street ,Villanova,PA,19085,105,Smart Casual,1,0,0,1,Old
427,Charlie's Denver,471 Annadale Ave. ,Las Vegas,NV,89134,200,Smart Casual,1,0,0,0,Middle Age
428,Monkey Bar,36 Cobblestone St. ,Frankfort,KY,40601,145,Casual,1,0,0,0,Middle Age
429,Lannie's Clocktower Cabaret,985 Stillwater Drive ,Austin,TX,78730,115,Smart Casual,1,0,0,0,Middle Age
430,Fillmore,978 Prince Circle ,Dover,MA,02030,175,Smart Casual,1,0,0,0,Middle Age
431,Dallas Woody's,220 Hilldale Dr. ,Memphis,TN,38157,175,Casual,1,0,0,0,Young
432,Titillations Go-Go Bar,564 Marconi St. ,Charlotte,NC,28105,120,Smart Casual,1,0,0,0,Middle Age
433,Leff's Lucky Town,8103 Glenridge Ave. ,Austin,TX,78730,185,Casual,1,0,0,0,Young
434,Nick's Road House,19 Saxton Dr. ,Atlanta,GA,30334,135,Casual,1,0,0,0,Young
435,Gonzo's,9173 53rd Street ,Princeton Junction,NJ,08550,150,Casual,1,0,0,0,Middle Age
436,City Wine Works Unlmt,9041 Pulaski Drive ,Highland,MD,20777,130,Casual,1,0,1,0,Young
437,Shooter's 21,Suite 25 ,Indianapolis,IN,46290,195,Casual,1,0,1,0,Young
438,Chilkoot Charlie's,40 Cypress Court ,Chicago,IL,60629,120,Formal,1,0,1,0,Young
439,Brendee's Cafe,645 Woodside Ave. ,Norwalk,CA,90650,185,Formal,1,0,0,0,Young
440,Scarlett's Inc,9403 Sussex Ave. ,Illinois,IL,62701,180,Casual,1,0,0,1,Old
441,Mc Auliffe's Pub,92 Peninsula Road ,Indianapolis,IN,46290,115,Casual,1,1,1,0,Young
442,Bucket Shop,680 Wood Dr. ,Villanova,PA,19085,160,Formal,1,0,0,0,Young
443,Dawson Street Pub,8967 Randall Mill Dr. ,Fontana,CA,92335,200,Formal,1,1,1,0,Young
444,R J Waters Pub,796 N. Catherine Avenue ,Atlanta,GA,30334,200,Formal,1,1,0,0,Young
445,Js Writing Services,703 Railroad Street ,Brooklyn,NY,11249,125,Smart Casual,1,0,0,0,Middle Age
446,Legends Patio Bar & Grille,9458 Tower Street ,Great Falls,VA,22066,260,Casual,1,0,0,0,Middle Age
447,Lydia's,8645 S. Glen Creek St. ,Salt Lake City,UT,84101,220,Formal,0,0,0,0,Middle Age
448,LA Fonda Hotel,187 Del Monte St. ,Princeton Junction,NJ,08550,150,Smart Casual,0,0,0,0,Middle Age
449,Escapade,791 Bradford Lane ,Norwalk,CA,90650,130,Casual,1,0,0,0,Middle Age
450,W O Wright's,743 W. Cedar Lane ,Brownsville,TX,78521,150,Smart Casual,1,0,0,0,Middle Age
451,Wine Cellar,35 Oak Valley Street ,Oklahoma City,OK,73102,165,Casual,1,0,1,0,Young
452,First Avenue & 7th St Entry,459 Cambridge Drive ,Miami Beach,FL,33109,105,Casual,1,0,0,0,Middle Age
453,X O Bar,684 Brickyard Lane ,Houston,TX,77084,185,Casual,1,0,0,0,Young
454,Laffs Comedy Caffe',745 Valley Farms Road ,Chicago,IL,60629,175,Smart Casual,1,0,1,0,Young
455,Tavern In The Grove,453 Marsh Ave. ,Santa Fe,NM,87501,175,Smart Casual,1,0,0,0,Middle Age
456,Anchor Bar,558 10th Dr. ,Brownsville,TX,78521,365,Casual,1,0,0,0,Middle Age
457,Vito's On Penn,1 Bayberry Ave. ,Sun City,AZ,85351,115,Smart Casual,0,0,0,1,Old
458,LOW,8803 Adams St. ,Salem,OR,97301,130,Smart Casual,1,0,0,0,Young
459,Flatiron Lounge,19 S. 10th Ave. ,Washington,DC,20001,125,Casual,0,1,1,0,Young
460,Cottage Bar,662 Catherine Lane ,Charlotte,NC,28105,185,Casual,1,0,0,0,Young
461,Library Lounge,628 Ridgeview Lane ,Weston,MA,02493,195,Formal,0,1,0,0,Young
462,Crobar,9191 Bayport Street ,Brooklyn,NY,11249,200,Formal,1,0,0,0,Young
463,Minneapolis Eagle,35 Ramblewood St. ,Princeton Junction,NJ,08550,140,Smart Casual,1,0,0,0,Young
464,Murphy's Law Irish Pub,99 Trusel St. ,Nashville,TN,37201,145,Casual,1,1,0,0,Young
465,Stillwaters Inc,573 Thorne St. ,Frankfort,KY,40601,165,Formal,1,0,0,0,Young
466,Bamboo Bernie's,81 Newcastle Drive ,Memphis,TN,38157,105,Casual,1,0,1,0,Young
467,Empire Inc,688 Saxon Dr. ,Dover,MA,02030,165,Formal,1,0,0,0,Middle Age
468,Water Street Music Hall,851 Valley View Dr. ,Dover,MA,02030,190,Formal,1,0,0,0,Young
469,Bank,6 Cleveland St. ,Las Vegas,NV,89134,150,Formal,1,0,1,0,Young
470,My Brothers Pub,67 Spring Street ,Chesapeake,VA,23320,170,Formal,0,1,1,0,Young
471,Seattle Eagle Tavern,638 Lookout St. ,Weston,MA,02493,185,Smart Casual,0,0,1,0,Young
472,Gaslight Bar & Grille,95 Linden Street ,Trenton,NJ,08608,110,Casual,1,0,0,0,Middle Age
473,White's Bar,8305 South Peninsula St. ,El Paso,TX,79936,115,Formal,1,0,0,0,Young
474,L'Esprit,7977 Snake Hill Drive ,Frankfort,KY,40601,150,Formal,0,0,1,0,Young
475,Tommy Keegan's,86 South Selby Ave. ,New Brunswick,NJ,08901,175,Smart Casual,1,0,0,0,Young
476,Scoop's Pub & Grill,948 High Point St. ,Atlantic City,NJ,08401,185,Casual,1,1,0,0,Young
477,Pony Keg Grill & Bar,392 Heather Avenue ,Salt Lake City,UT,84101,265,Smart Casual,1,0,0,0,Middle Age
478,Fionn Mac Cool's Irish Pub,9731 Sulphur Springs Street ,Los Angeles,CA,90011,170,Casual,1,1,0,0,Young
479,Paradise Cafe,84 N. Devon St. ,Dover,MA,02030,185,Casual,0,0,1,0,Young
480,Boy Bar,9 Hillcrest St. ,Highland,MD,20777,115,Casual,1,0,0,0,Middle Age
481,Club Vibe Llc,904 Buttonwood St. ,Kenilworth,IL,60043,195,Formal,1,1,1,0,Young
482,Essex Inn,672 Riverside Rd. ,Brownsville,TX,78521,160,Smart Casual,1,0,0,0,Middle Age
483,Catbirds,66 East Avenue ,Indianapolis,IN,46290,120,Smart Casual,0,0,1,0,Young
484,Sutton Place Bar & Restaurant,492 Silver Spear St. ,Oklahoma City,OK,73101,170,Casual,1,0,1,0,Young
485,3 Crow Bar,72 Manhattan Circle ,Brownsville,TX,78521,135,Formal,1,0,0,0,Middle Age
486,Eddie's Tavern,303 Thompson Court ,New Brunswick,NJ,08901,170,Smart Casual,1,0,0,0,Middle Age
487,Schnauzers Bar & Grille,17 Sleepy Hollow St. ,Iowa City,IA,52240,185,Casual,1,0,0,0,Middle Age
488,Champs,7108 Somerset Street ,Las Vegas,NV,89134,115,Smart Casual,1,0,1,0,Young
489,Georges Younes,8936 Theatre Drive ,Dover,DE,19901,160,Smart Casual,1,0,0,0,Middle Age
490,Ugly Dog Saloon,7928 West Race Drive ,New York,NY,10029,165,Casual,0,0,0,0,Middle Age
491,Lucky Bar,166 West Saxon St. ,Miami,FL,33158,175,Formal,1,0,0,0,Middle Age
492,Liberty Inn,9857 Arrowhead St. ,El Paso,TX,79936,305,Formal,0,0,0,0,Middle Age
493,Cottage,34 Heather Rd. ,Miami Beach,FL,33109,200,Casual,1,0,0,0,Middle Age
494,Filling Station,804 Woodsman Street ,Oklahoma City,OK,73102,150,Casual,1,0,0,0,Middle Age
495,It's 'Bout Time,166 Pennington Ave. ,Oklahoma City,OK,73101,195,Formal,1,0,0,0,Middle Age
496,Howl At The Moon Saloon,16 Lilac Drive ,Brownsville,TX,78521,170,Casual,1,0,0,0,Middle Age
497,Ugly Monkey,450 Devon Ave. ,Kenilworth,IL,60043,120,Formal,1,0,0,0,Middle Age
498,New Dodge Lounge,90 Trout Dr. ,Princeton Junction,NJ,08550,135,Smart Casual,1,1,0,0,Young
499,Next Door,614 Redwood Road ,Cross River,NY,10518,130,Formal,0,0,1,0,Young
500,Racers Cafe,51 Walnut Ave. ,Atlanta,GA,30334,140,Formal,1,0,0,0,Young
501,Extra Innings,8950 West Hartford Street ,Miami,FL,33158,115,Formal,1,0,0,0,Middle Age
502,Bedford Tavern,651 Fawn Circle ,Atlantic City,NJ,08401,135,Casual,1,0,1,0,Young
503,Mac Swiney Club,392 Chestnut Street ,Indianapolis,IN,46290,150,Casual,0,1,0,0,Young
504,Down Under Lounge,9535 West Mill Ave. ,Salem,OR,97301,130,Smart Casual,1,1,1,0,Young
505,Al Hrabosky's Saloon,472 Grant Dr. ,Dover,MA,02030,170,Formal,1,0,0,0,Young
506,Tillys Tavern,9566 Oakwood Drive ,Oklahoma City,OK,73101,165,Formal,1,0,1,0,Young
507,Scarlet O'Hara's,5 Myers St. ,Nashville,TN,37201,175,Smart Casual,1,0,0,0,Young
508,Neurolux Inc,7689 Griffin Street ,Atlantic City,NJ,08401,190,Smart Casual,1,0,0,0,Middle Age
509,Hideaway,7818 South Inverness Lane ,Sun City,AZ,85351,115,Smart Casual,0,0,0,0,Middle Age
510,Ocean Petroleum CO,318 North Courtland Street ,Los Angeles,CA,90011,180,Casual,0,0,1,0,Young
511,Wise Fools Pub,104 Summit Road ,Princeton Junction,NJ,08550,175,Smart Casual,1,1,0,0,Young
